iv_rmse,iv_mae,price_rmse,price_mae,n,skew_error,atm_term_error,model,window_id,test_start,test_end,loaded_from_cache
0.0772321817328622,0.05933850603500984,32.38923905086023,25.339512804403093,1024,0.051870122493484876,0.0378644046683043,sabr_hagan,1,2024-01-23,2024-01-29,False
0.07727068464031277,0.05967128838180141,32.34783568383479,25.338511974665135,1024,0.049418553269520375,0.037478457247069136,localvol_quadratic_iv,1,2024-01-23,2024-01-29,False
0.09827341560221753,0.0602288066976437,39.999760305351764,25.770562798743143,1024,0.3055430687789945,0.039088689395491816,rbergomi_with_rfsv_prior,1,2024-01-23,2024-01-29,False
0.09829285530954375,0.06021803526068476,39.997529352716995,25.75200499288224,1024,0.31094986797056806,0.038959656126568674,rbergomi_plain,1,2024-01-23,2024-01-29,False
0.10631908533416558,0.06518042273266299,38.562547970092744,25.745351909816584,1024,0.33398753469688197,0.0412945257449794,bs_flat,1,2024-01-23,2024-01-29,False
