date,rv_uz,tick_size,eta,n_observations,annualized_vol
2023-01-03,7.054090442882603e-06,0.01,0.4479674796747967,1200,4.216195905797567
2023-01-04,5.965142122445992e-06,0.01,0.37556904400606983,1200,3.8771327225881627
2023-01-05,5.177030865083513e-06,0.01,0.41732283464566927,1200,3.611940998965854
2023-01-06,4.669622563046418e-06,0.01,0.37089552238805973,1200,3.4303715336501046
2023-01-09,4.670725193014874e-06,0.01,0.4174603174603175,1200,3.430776513618671
2023-01-10,3.320367654356329e-06,0.01,0.42892156862745096,1200,2.892633141097908
2023-01-11,5.403855628631062e-06,0.01,0.4540133779264214,1200,3.6902189886442076
2023-01-12,3.922393719300088e-06,0.01,0.4252411575562701,1200,3.1439516810275925
2023-01-13,3.848718350821972e-06,0.01,0.41001564945226915,1200,3.114284868805577
2023-01-16,1.1294579584199187e-05,0.01,0.5,1200,5.3350108296218055
2023-01-17,6.882068575240999e-06,0.01,0.3948995363214838,1200,4.164470291598599
2023-01-18,4.463208619490313e-06,0.01,0.4114420062695925,1200,3.3536973210347396
2023-01-19,5.099626601855476e-06,0.01,0.3597014925373134,1200,3.5848373793905632
2023-01-20,4.646298615922306e-06,0.01,0.3729071537290715,1200,3.4217937565148793
2023-01-30,5.368611722560879e-06,0.01,0.3793893129770992,1200,3.6781655129770074
2023-01-31,5.897312472955857e-06,0.01,0.47068676716917923,1200,3.8550262556626977
2023-02-01,4.761003323694848e-06,0.01,0.47324414715719065,1200,3.463773718895479
2023-02-02,6.9710437662394795e-06,0.01,0.5220848056537103,1200,4.191304127705778
2023-02-03,8.395466831700751e-06,0.01,0.44022617124394187,1200,4.599627856238578
2023-02-06,7.721558972522548e-06,0.01,0.41509433962264153,1200,4.411159553989951
2023-02-07,5.051516334443757e-06,0.01,0.40580847723704866,1200,3.5678874930129547
2023-02-08,4.079661777397364e-06,0.01,0.41246056782334384,1200,3.206360503599269
2023-02-09,4.848761603673609e-06,0.01,0.46179401993355484,1200,3.495551350110236
2023-02-10,3.5699213761301063e-06,0.01,0.3551263001485884,1200,2.999366911174401
2023-02-13,4.8885903657359435e-06,0.01,0.416,1200,3.509878590728542
2023-02-14,3.562173910561871e-06,0.01,0.34402332361516036,1200,2.9961105210949603
2023-02-15,3.178905499766406e-06,0.01,0.3731003039513678,1200,2.8303430639078617
2023-02-16,4.538127760857187e-06,0.01,0.479557069846678,1200,3.3817276586620793
2023-02-17,6.370302257370739e-06,0.01,0.5060975609756098,1200,4.006639700369159
2023-02-20,5.804633766794746e-06,0.01,0.4982698961937716,1200,3.824614633178454
2023-02-21,4.529547263198632e-06,0.01,0.423444976076555,1200,3.378529133108157
2023-02-22,2.8072316241036145e-06,0.01,0.44093851132686085,1200,2.6597412830463623
2023-02-23,4.774931206885677e-06,0.01,0.45057660626029655,1200,3.468836496774085
2023-02-24,3.9960266784257145e-06,0.01,0.37065052950075644,1200,3.1733243183817184
2023-02-27,5.2957780223084296e-06,0.01,0.4462809917355372,1200,3.6531302490079987
2023-02-28,2.9236575452392674e-06,0.01,0.4194847020933977,1200,2.7143354645295696
2023-03-01,6.594091195863572e-06,0.01,0.4401294498381877,1200,4.076408936009266
2023-03-02,3.514527990973072e-06,0.01,0.4343598055105348,1200,2.976005802624071
2023-03-03,2.6801164175627667e-06,0.01,0.4255663430420712,1200,2.598825383179519
2023-03-06,5.193589441879254e-06,0.01,0.47217537942664417,1200,3.617712729548287
2023-03-07,7.296808838728995e-06,0.01,0.4537337662337662,1200,4.2881182672119795
2023-03-08,3.618369512230223e-06,0.01,0.41984126984126985,1200,3.019650835911358
2023-03-09,3.850075173300087e-06,0.01,0.4152,1200,3.1148337735288893
2023-03-10,5.566810084067708e-06,0.01,0.44745484400656815,1200,3.7454454223564153
2023-03-13,5.297564817661879e-06,0.01,0.5175746924428822,1200,3.6537464800541284
2023-03-14,4.5376354598013935e-06,0.01,0.5166374781085814,1200,3.381544226932351
2023-03-15,3.93053226831637e-06,0.01,0.45568561872909696,1200,3.147211673236685
2023-03-16,5.066509341829414e-06,0.01,0.4187697160883281,1200,3.573178352868791
2023-03-17,4.520796000406977e-06,0.01,0.4444444444444444,1200,3.3752638298399114
2023-03-20,5.628404524979512e-06,0.01,0.40816326530612246,1200,3.766109319038465
2023-03-21,3.9887860945830225e-06,0.01,0.359375,1200,3.170448069019459
2023-03-22,3.610867775393629e-06,0.01,0.3708708708708709,1200,3.0165189861812483
2023-03-23,3.483687163704037e-06,0.01,0.46416666666666667,1200,2.9629194475270797
2023-03-24,3.804281991852469e-06,0.01,0.4085173501577287,1200,3.096254288566787
2023-03-27,5.636655085497784e-06,0.01,0.4383116883116883,1200,3.7688686386572847
2023-03-28,3.800161413779867e-06,0.01,0.4494195688225539,1200,3.094576992534725
2023-03-29,3.736956746696619e-06,0.01,0.42338709677419356,1200,3.0687344299687256
2023-03-30,3.7136879238991577e-06,0.01,0.39953271028037385,1200,3.0591655019344537
2023-03-31,5.1259127309880645e-06,0.01,0.45281456953642385,1200,3.594064562871669
2023-04-03,4.271330843629867e-06,0.01,0.3944099378881988,1200,3.28081601525402
2023-04-04,4.67478781242525e-06,0.01,0.424483306836248,1200,3.4322682423306645
2023-04-06,2.9290444616171318e-06,0.01,0.3518796992481203,1200,2.7168349311791418
2023-04-07,3.3824374039684283e-06,0.01,0.3795454545454545,1200,2.9195448717223784
2023-04-10,3.848993827609625e-06,0.01,0.3802710843373494,1200,3.1143963212115855
2023-04-11,4.91781583570261e-06,0.01,0.38923556942277693,1200,3.5203545142457706
2023-04-12,4.225642778171016e-06,0.01,0.36466165413533835,1200,3.2632223033362227
2023-04-13,3.5603317361252867e-06,0.01,0.4586092715231788,1200,2.9953357032285584
2023-04-14,4.2725146082213e-06,0.01,0.45,1200,3.2812706094922555
2023-04-17,3.440077665912257e-06,0.01,0.37709923664122136,1200,2.944315831920701
