date,rv_uz,tick_size,eta,n_observations,annualized_vol
2022-01-04,9.44062416178866e-06,0.015,0.6454248366013072,738,4.87753758444847
2022-01-05,6.225781226056026e-06,0.015,0.6843003412969283,748,3.9609302808382254
2022-01-06,5.391380023416862e-06,0.015,0.7068965517241379,758,3.6859568173013764
2022-01-07,4.040495435104976e-06,0.015,0.5833333333333334,723,3.190932230001844
2022-01-10,6.613812184683717e-06,0.015,0.6386138613861386,846,4.082500055775011
2022-01-11,4.916849288164183e-06,0.015,0.52046783625731,807,3.5200085520029267
2022-01-12,4.4213200975738935e-06,0.015,0.5208333333333334,720,3.337922504475832
2022-01-13,3.519521822616716e-06,0.015,0.552710843373494,762,2.978119371850988
2022-01-14,5.045386386785124e-06,0.015,0.5238095238095238,760,3.5657220439482535
2022-01-17,4.204239338467445e-06,0.015,0.5347432024169184,764,3.2549474854347435
2022-01-18,5.515307653818979e-06,0.015,0.5854037267080745,751,3.7280793027541446
2022-01-19,3.775426680942517e-06,0.015,0.5911949685534591,750,3.0844894611548184
2022-01-20,7.666553318929899e-06,0.015,0.6442622950819672,728,4.395419702793277
2022-01-21,6.275398517246973e-06,0.015,0.5707692307692308,724,3.9766825701157456
2022-01-24,7.277635594514175e-06,0.015,0.6847457627118644,726,4.282480787834981
2022-01-25,9.516453420198338e-06,0.015,0.5833333333333334,759,4.897087156555395
2022-01-26,4.664196008615533e-06,0.015,0.6927083333333334,747,3.428377741981059
2022-01-27,1.3068544134203201e-05,0.015,1.2181372549019607,761,5.738704663788865
2022-01-28,1.6171339149575257e-05,0.015,1.324607329842932,748,6.383711667747035
2022-02-07,6.376909718238929e-06,0.015,0.5670731707317073,744,4.008717062847177
2022-02-08,1.0059253840564531e-05,0.015,0.6246006389776357,737,5.034810788721123
2022-02-09,6.0163316138523884e-06,0.015,0.6683673469387755,741,3.893732870512308
2022-02-10,5.625687576293788e-06,0.015,0.47746478873239434,731,3.765200219412023
2022-02-11,7.484748479370203e-06,0.015,0.5609756097560976,805,4.342990463725762
2022-02-14,6.649416397613885e-06,0.015,0.678082191780822,747,4.0934739918542284
2022-02-15,4.944656481342479e-06,0.015,0.6274193548387097,733,3.529948205424981
2022-02-16,5.834154147858999e-06,0.015,0.5738461538461539,729,3.8343276402264683
2022-02-17,5.106904763469062e-06,0.015,0.5743034055727554,743,3.587394598304184
2022-02-18,3.919000619484793e-06,0.015,0.6421404682274248,734,3.1425915358349834
2022-02-21,3.518159798965851e-06,0.015,0.5303030303030303,748,2.977543063230815
2022-02-22,5.0961141281357885e-06,0.015,0.7262773722627737,722,3.5836026011406714
2022-02-23,3.162351504651152e-06,0.015,0.4732394366197183,726,2.822964008222723
2022-02-24,3.947671966036042e-06,0.015,0.5102339181286549,1362,3.154066162021784
2022-02-25,5.2172774194570034e-06,0.015,0.5313432835820896,720,3.6259535431430514
2022-02-28,7.91089912974973e-06,0.015,0.6063492063492063,720,4.464914983173736
2022-03-01,3.4301735797174744e-06,0.015,0.5237388724035609,1192,2.940074390366345
