trade_date,maturity,strike,option_type,market_price,underlying,r,q,order_book_id,volume,days_to_expiry,S0,api_iv,log_moneyness
2025-09-04,0.7972602739726027,4100.0,put,203.0,4365.2085,0.02,0.0,IO2606P4100,17.0,291,4365.2085,,
2025-09-04,0.7972602739726027,4200.0,call,383.4,4365.2085,0.02,0.0,IO2606C4200,19.0,291,4365.2085,,
2025-09-04,0.7972602739726027,4200.0,put,251.0,4365.2085,0.02,0.0,IO2606P4200,6.0,291,4365.2085,,
2025-09-04,0.7972602739726027,4300.0,call,353.0,4365.2085,0.02,0.0,IO2606C4300,35.0,291,4365.2085,,
2025-09-04,0.7972602739726027,4300.0,put,298.0,4365.2085,0.02,0.0,IO2606P4300,50.0,291,4365.2085,,
2025-09-04,0.7972602739726027,4400.0,call,295.8,4365.2085,0.02,0.0,IO2606C4400,43.0,291,4365.2085,,
2025-09-04,0.7972602739726027,4400.0,put,360.79999999999995,4365.2085,0.02,0.0,IO2606P4400,30.0,291,4365.2085,,
2025-09-04,0.7972602739726027,4500.0,call,275.9,4365.2085,0.02,0.0,IO2606C4500,69.0,291,4365.2085,,
2025-09-04,0.7972602739726027,4500.0,put,406.70000000000005,4365.2085,0.02,0.0,IO2606P4500,16.0,291,4365.2085,,
2025-09-04,0.7972602739726027,4600.0,call,243.9,4365.2085,0.02,0.0,IO2606C4600,62.0,291,4365.2085,,
2025-09-04,0.7972602739726027,4600.0,put,479.29999999999995,4365.2085,0.02,0.0,IO2606P4600,16.0,291,4365.2085,,
2025-09-04,0.7972602739726027,4700.0,call,217.8,4365.2085,0.02,0.0,IO2606C4700,8.0,291,4365.2085,,
2025-09-04,0.7972602739726027,4700.0,put,575.9,4365.2085,0.02,0.0,IO2606P4700,7.0,291,4365.2085,,
2025-09-04,0.7972602739726027,4800.0,call,191.0,4365.2085,0.02,0.0,IO2606C4800,41.0,291,4365.2085,,
2025-09-04,0.7972602739726027,4800.0,put,625.3,4365.2085,0.02,0.0,IO2606P4800,34.0,291,4365.2085,,
2025-09-04,0.7972602739726027,4900.0,call,166.8,4365.2085,0.02,0.0,IO2606C4900,118.0,291,4365.2085,,
2025-09-04,0.7972602739726027,4900.0,put,709.0,4365.2085,0.02,0.0,IO2606P4900,15.0,291,4365.2085,,
2025-09-04,0.7972602739726027,5000.0,call,151.4,4365.2085,0.02,0.0,IO2606C5000,323.0,291,4365.2085,,
2025-09-04,0.7972602739726027,5000.0,put,801.6,4365.2085,0.02,0.0,IO2606P5000,31.0,291,4365.2085,,
2025-09-05,0.536986301369863,3200.0,call,1202.9,4460.3249,0.02,0.0,IO2603C3200,6.0,196,4460.3249,,
2025-09-05,0.536986301369863,3200.0,put,13.5,4460.3249,0.02,0.0,IO2603P3200,112.0,196,4460.3249,,
2025-09-05,0.536986301369863,3300.0,call,1079.8000000000002,4460.3249,0.02,0.0,IO2603C3300,5.0,196,4460.3249,,
2025-09-05,0.536986301369863,3300.0,put,18.1,4460.3249,0.02,0.0,IO2603P3300,36.0,196,4460.3249,,
2025-09-05,0.536986301369863,3400.0,call,1018.0,4460.3249,0.02,0.0,IO2603C3400,5.0,196,4460.3249,,
2025-09-05,0.536986301369863,3400.0,put,20.6,4460.3249,0.02,0.0,IO2603P3400,8.0,196,4460.3249,,
2025-09-05,0.536986301369863,3500.0,call,829.7,4460.3249,0.02,0.0,IO2603C3500,0.0,196,4460.3249,,
2025-09-05,0.536986301369863,3500.0,put,30.4,4460.3249,0.02,0.0,IO2603P3500,10.0,196,4460.3249,,
2025-09-05,0.536986301369863,3600.0,call,803.0,4460.3249,0.02,0.0,IO2603C3600,17.0,196,4460.3249,,
2025-09-05,0.536986301369863,3600.0,put,41.0,4460.3249,0.02,0.0,IO2603P3600,120.0,196,4460.3249,,
2025-09-05,0.536986301369863,3700.0,call,672.1,4460.3249,0.02,0.0,IO2603C3700,0.0,196,4460.3249,,
2025-09-05,0.536986301369863,3700.0,put,52.0,4460.3249,0.02,0.0,IO2603P3700,37.0,196,4460.3249,,
2025-09-05,0.536986301369863,3800.0,call,649.5,4460.3249,0.02,0.0,IO2603C3800,53.0,196,4460.3249,,
2025-09-05,0.536986301369863,3800.0,put,69.6,4460.3249,0.02,0.0,IO2603P3800,38.0,196,4460.3249,,
2025-09-05,0.536986301369863,3900.0,call,562.9,4460.3249,0.02,0.0,IO2603C3900,12.0,196,4460.3249,,
2025-09-05,0.536986301369863,3900.0,put,88.9,4460.3249,0.02,0.0,IO2603P3900,40.0,196,4460.3249,,
2025-09-05,0.536986301369863,4000.0,call,506.2,4460.3249,0.02,0.0,IO2603C4000,50.0,196,4460.3249,,
2025-09-05,0.536986301369863,4000.0,put,115.8,4460.3249,0.02,0.0,IO2603P4000,33.0,196,4460.3249,,
2025-09-05,0.536986301369863,4100.0,call,393.5,4460.3249,0.02,0.0,IO2603C4100,3.0,196,4460.3249,,
2025-09-05,0.536986301369863,4100.0,put,143.7,4460.3249,0.02,0.0,IO2603P4100,26.0,196,4460.3249,,
2025-09-05,0.536986301369863,4200.0,call,346.6,4460.3249,0.02,0.0,IO2603C4200,3.0,196,4460.3249,,
2025-09-05,0.536986301369863,4200.0,put,182.9,4460.3249,0.02,0.0,IO2603P4200,32.0,196,4460.3249,,
2025-09-05,0.536986301369863,4300.0,call,309.4,4460.3249,0.02,0.0,IO2603C4300,30.0,196,4460.3249,,
2025-09-05,0.536986301369863,4300.0,put,217.9,4460.3249,0.02,0.0,IO2603P4300,16.0,196,4460.3249,,
2025-09-05,0.536986301369863,4400.0,call,263.0,4460.3249,0.02,0.0,IO2603C4400,50.0,196,4460.3249,,
2025-09-05,0.536986301369863,4400.0,put,279.9,4460.3249,0.02,0.0,IO2603P4400,24.0,196,4460.3249,,
2025-09-05,0.536986301369863,4500.0,call,224.7,4460.3249,0.02,0.0,IO2603C4500,134.0,196,4460.3249,,
2025-09-05,0.536986301369863,4500.0,put,349.0,4460.3249,0.02,0.0,IO2603P4500,3.0,196,4460.3249,,
2025-09-05,0.536986301369863,4600.0,call,192.3,4460.3249,0.02,0.0,IO2603C4600,79.0,196,4460.3249,,
2025-09-05,0.536986301369863,4600.0,put,408.7,4460.3249,0.02,0.0,IO2603P4600,7.0,196,4460.3249,,
2025-09-05,0.536986301369863,4700.0,call,168.0,4460.3249,0.02,0.0,IO2603C4700,32.0,196,4460.3249,,
2025-09-05,0.536986301369863,4700.0,put,479.4,4460.3249,0.02,0.0,IO2603P4700,1.0,196,4460.3249,,
2025-09-05,0.536986301369863,4800.0,call,144.60000000000002,4460.3249,0.02,0.0,IO2603C4800,76.0,196,4460.3249,,
2025-09-05,0.536986301369863,4800.0,put,596.0,4460.3249,0.02,0.0,IO2603P4800,0.0,196,4460.3249,,
2025-09-05,0.536986301369863,4900.0,call,117.0,4460.3249,0.02,0.0,IO2603C4900,135.0,196,4460.3249,,
2025-09-05,0.536986301369863,4900.0,put,637.6,4460.3249,0.02,0.0,IO2603P4900,2.0,196,4460.3249,,
2025-09-05,0.536986301369863,5000.0,call,103.1,4460.3249,0.02,0.0,IO2603C5000,214.0,196,4460.3249,,
2025-09-05,0.536986301369863,5000.0,put,717.2,4460.3249,0.02,0.0,IO2603P5000,4.0,196,4460.3249,,
2025-09-05,0.7945205479452054,3400.0,call,1003.7,4460.3249,0.02,0.0,IO2606C3400,14.0,290,4460.3249,,
2025-09-05,0.7945205479452054,3400.0,put,43.9,4460.3249,0.02,0.0,IO2606P3400,115.0,290,4460.3249,,
2025-09-05,0.7945205479452054,3500.0,call,897.2,4460.3249,0.02,0.0,IO2606C3500,2.0,290,4460.3249,,
2025-09-05,0.7945205479452054,3500.0,put,50.5,4460.3249,0.02,0.0,IO2606P3500,24.0,290,4460.3249,,
2025-09-05,0.7945205479452054,3600.0,call,770.1,4460.3249,0.02,0.0,IO2606C3600,0.0,290,4460.3249,,
2025-09-05,0.7945205479452054,3600.0,put,62.8,4460.3249,0.02,0.0,IO2606P3600,83.0,290,4460.3249,,
2025-09-05,0.7945205479452054,3700.0,call,729.2,4460.3249,0.02,0.0,IO2606C3700,6.0,290,4460.3249,,
2025-09-05,0.7945205479452054,3700.0,put,91.80000000000001,4460.3249,0.02,0.0,IO2606P3700,0.0,290,4460.3249,,
2025-09-05,0.7945205479452054,3800.0,call,671.9000000000001,4460.3249,0.02,0.0,IO2606C3800,8.0,290,4460.3249,,
2025-09-05,0.7945205479452054,3800.0,put,101.19999999999999,4460.3249,0.02,0.0,IO2606P3800,24.0,290,4460.3249,,
2025-09-05,0.7945205479452054,3900.0,call,614.4,4460.3249,0.02,0.0,IO2606C3900,17.0,290,4460.3249,,
2025-09-05,0.7945205479452054,3900.0,put,132.2,4460.3249,0.02,0.0,IO2606P3900,7.0,290,4460.3249,,
2025-09-05,0.7945205479452054,4000.0,call,536.7,4460.3249,0.02,0.0,IO2606C4000,7.0,290,4460.3249,,
2025-09-05,0.7945205479452054,4000.0,put,159.5,4460.3249,0.02,0.0,IO2606P4000,48.0,290,4460.3249,,
2025-09-05,0.7945205479452054,4100.0,call,450.5,4460.3249,0.02,0.0,IO2606C4100,3.0,290,4460.3249,,
2025-09-05,0.7945205479452054,4100.0,put,202.0,4460.3249,0.02,0.0,IO2606P4100,1.0,290,4460.3249,,
2025-09-05,0.7945205479452054,4200.0,call,418.5,4460.3249,0.02,0.0,IO2606C4200,14.0,290,4460.3249,,
2025-09-05,0.7945205479452054,4200.0,put,225.5,4460.3249,0.02,0.0,IO2606P4200,5.0,290,4460.3249,,
2025-09-05,0.7945205479452054,4300.0,call,366.7,4460.3249,0.02,0.0,IO2606C4300,29.0,290,4460.3249,,
2025-09-05,0.7945205479452054,4300.0,put,283.0,4460.3249,0.02,0.0,IO2606P4300,30.0,290,4460.3249,,
2025-09-05,0.7945205479452054,4400.0,call,320.20000000000005,4460.3249,0.02,0.0,IO2606C4400,66.0,290,4460.3249,,
2025-09-05,0.7945205479452054,4400.0,put,331.5,4460.3249,0.02,0.0,IO2606P4400,45.0,290,4460.3249,,
2025-09-05,0.7945205479452054,4500.0,call,275.9,4460.3249,0.02,0.0,IO2606C4500,30.0,290,4460.3249,,
2025-09-05,0.7945205479452054,4500.0,put,413.0,4460.3249,0.02,0.0,IO2606P4500,2.0,290,4460.3249,,
2025-09-05,0.7945205479452054,4600.0,call,247.6,4460.3249,0.02,0.0,IO2606C4600,57.0,290,4460.3249,,
2025-09-05,0.7945205479452054,4600.0,put,508.5,4460.3249,0.02,0.0,IO2606P4600,0.0,290,4460.3249,,
2025-09-05,0.7945205479452054,4700.0,call,211.4,4460.3249,0.02,0.0,IO2606C4700,1.0,290,4460.3249,,
2025-09-05,0.7945205479452054,4700.0,put,538.5,4460.3249,0.02,0.0,IO2606P4700,2.0,290,4460.3249,,
2025-09-05,0.7945205479452054,4800.0,call,194.7,4460.3249,0.02,0.0,IO2606C4800,29.0,290,4460.3249,,
2025-09-05,0.7945205479452054,4800.0,put,572.4,4460.3249,0.02,0.0,IO2606P4800,1.0,290,4460.3249,,
2025-09-05,0.7945205479452054,4900.0,call,176.1,4460.3249,0.02,0.0,IO2606C4900,39.0,290,4460.3249,,
2025-09-05,0.7945205479452054,4900.0,put,689.3,4460.3249,0.02,0.0,IO2606P4900,3.0,290,4460.3249,,
2025-09-05,0.7945205479452054,5000.0,call,155.89999999999998,4460.3249,0.02,0.0,IO2606C5000,158.0,290,4460.3249,,
2025-09-05,0.7945205479452054,5000.0,put,784.8,4460.3249,0.02,0.0,IO2606P5000,7.0,290,4460.3249,,
2025-09-08,0.5287671232876713,3200.0,call,1209.3000000000002,4467.5733,0.02,0.0,IO2603C3200,35.0,193,4467.5733,,
2025-09-08,0.5287671232876713,3200.0,put,10.7,4467.5733,0.02,0.0,IO2603P3200,176.0,193,4467.5733,,
2025-09-08,0.5287671232876713,3300.0,call,1126.6999999999998,4467.5733,0.02,0.0,IO2603C3300,18.0,193,4467.5733,,
2025-09-08,0.5287671232876713,3300.0,put,13.5,4467.5733,0.02,0.0,IO2603P3300,60.0,193,4467.5733,,
2025-09-08,0.5287671232876713,3400.0,call,1031.4,4467.5733,0.02,0.0,IO2603C3400,9.0,193,4467.5733,,
2025-09-08,0.5287671232876713,3400.0,put,18.4,4467.5733,0.02,0.0,IO2603P3400,20.0,193,4467.5733,,
2025-09-08,0.5287671232876713,3500.0,call,929.8,4467.5733,0.02,0.0,IO2603C3500,23.0,193,4467.5733,,
2025-09-08,0.5287671232876713,3500.0,put,23.6,4467.5733,0.02,0.0,IO2603P3500,9.0,193,4467.5733,,
2025-09-08,0.5287671232876713,3600.0,call,851.9,4467.5733,0.02,0.0,IO2603C3600,13.0,193,4467.5733,,
2025-09-08,0.5287671232876713,3600.0,put,31.1,4467.5733,0.02,0.0,IO2603P3600,83.0,193,4467.5733,,
2025-09-08,0.5287671232876713,3700.0,call,737.6,4467.5733,0.02,0.0,IO2603C3700,2.0,193,4467.5733,,
2025-09-08,0.5287671232876713,3700.0,put,42.0,4467.5733,0.02,0.0,IO2603P3700,64.0,193,4467.5733,,
2025-09-08,0.5287671232876713,3800.0,call,662.3,4467.5733,0.02,0.0,IO2603C3800,63.0,193,4467.5733,,
2025-09-08,0.5287671232876713,3800.0,put,56.0,4467.5733,0.02,0.0,IO2603P3800,84.0,193,4467.5733,,
2025-09-08,0.5287671232876713,3900.0,call,601.5,4467.5733,0.02,0.0,IO2603C3900,0.0,193,4467.5733,,
2025-09-08,0.5287671232876713,3900.0,put,73.30000000000001,4467.5733,0.02,0.0,IO2603P3900,8.0,193,4467.5733,,
2025-09-08,0.5287671232876713,4000.0,call,504.2,4467.5733,0.02,0.0,IO2603C4000,39.0,193,4467.5733,,
2025-09-08,0.5287671232876713,4000.0,put,100.5,4467.5733,0.02,0.0,IO2603P4000,86.0,193,4467.5733,,
2025-09-08,0.5287671232876713,4100.0,call,451.1,4467.5733,0.02,0.0,IO2603C4100,9.0,193,4467.5733,,
2025-09-08,0.5287671232876713,4100.0,put,127.1,4467.5733,0.02,0.0,IO2603P4100,25.0,193,4467.5733,,
2025-09-08,0.5287671232876713,4200.0,call,383.7,4467.5733,0.02,0.0,IO2603C4200,5.0,193,4467.5733,,
2025-09-08,0.5287671232876713,4200.0,put,163.9,4467.5733,0.02,0.0,IO2603P4200,14.0,193,4467.5733,,
2025-09-08,0.5287671232876713,4300.0,call,321.4,4467.5733,0.02,0.0,IO2603C4300,41.0,193,4467.5733,,
2025-09-08,0.5287671232876713,4300.0,put,202.4,4467.5733,0.02,0.0,IO2603P4300,14.0,193,4467.5733,,
2025-09-08,0.5287671232876713,4400.0,call,284.5,4467.5733,0.02,0.0,IO2603C4400,51.0,193,4467.5733,,
2025-09-08,0.5287671232876713,4400.0,put,252.9,4467.5733,0.02,0.0,IO2603P4400,7.0,193,4467.5733,,
2025-09-08,0.5287671232876713,4500.0,call,243.6,4467.5733,0.02,0.0,IO2603C4500,43.0,193,4467.5733,,
2025-09-08,0.5287671232876713,4500.0,put,311.4,4467.5733,0.02,0.0,IO2603P4500,3.0,193,4467.5733,,
2025-09-08,0.5287671232876713,4600.0,call,206.0,4467.5733,0.02,0.0,IO2603C4600,28.0,193,4467.5733,,
2025-09-08,0.5287671232876713,4600.0,put,378.2,4467.5733,0.02,0.0,IO2603P4600,5.0,193,4467.5733,,
2025-09-08,0.5287671232876713,4700.0,call,174.5,4467.5733,0.02,0.0,IO2603C4700,4.0,193,4467.5733,,
2025-09-08,0.5287671232876713,4700.0,put,455.2,4467.5733,0.02,0.0,IO2603P4700,4.0,193,4467.5733,,
2025-09-08,0.5287671232876713,4800.0,call,149.3,4467.5733,0.02,0.0,IO2603C4800,129.0,193,4467.5733,,
2025-09-08,0.5287671232876713,4800.0,put,513.2,4467.5733,0.02,0.0,IO2603P4800,6.0,193,4467.5733,,
2025-09-08,0.5287671232876713,4900.0,call,126.5,4467.5733,0.02,0.0,IO2603C4900,21.0,193,4467.5733,,
2025-09-08,0.5287671232876713,4900.0,put,595.8,4467.5733,0.02,0.0,IO2603P4900,3.0,193,4467.5733,,
2025-09-08,0.5287671232876713,5000.0,call,106.19999999999999,4467.5733,0.02,0.0,IO2603C5000,93.0,193,4467.5733,,
2025-09-08,0.5287671232876713,5000.0,put,672.1,4467.5733,0.02,0.0,IO2603P5000,9.0,193,4467.5733,,
2025-09-08,0.7863013698630137,3400.0,call,1042.7,4467.5733,0.02,0.0,IO2606C3400,12.0,287,4467.5733,,
2025-09-08,0.7863013698630137,3400.0,put,37.2,4467.5733,0.02,0.0,IO2606P3400,44.0,287,4467.5733,,
2025-09-08,0.7863013698630137,3500.0,call,968.4,4467.5733,0.02,0.0,IO2606C3500,6.0,287,4467.5733,,
2025-09-08,0.7863013698630137,3500.0,put,45.099999999999994,4467.5733,0.02,0.0,IO2606P3500,11.0,287,4467.5733,,
2025-09-08,0.7863013698630137,3600.0,call,860.3,4467.5733,0.02,0.0,IO2606C3600,5.0,287,4467.5733,,
2025-09-08,0.7863013698630137,3600.0,put,55.2,4467.5733,0.02,0.0,IO2606P3600,7.0,287,4467.5733,,
2025-09-08,0.7863013698630137,3700.0,call,776.3,4467.5733,0.02,0.0,IO2606C3700,6.0,287,4467.5733,,
2025-09-08,0.7863013698630137,3700.0,put,70.2,4467.5733,0.02,0.0,IO2606P3700,112.0,287,4467.5733,,
2025-09-08,0.7863013698630137,3800.0,call,696.7,4467.5733,0.02,0.0,IO2606C3800,2.0,287,4467.5733,,
2025-09-08,0.7863013698630137,3800.0,put,88.19999999999999,4467.5733,0.02,0.0,IO2606P3800,22.0,287,4467.5733,,
2025-09-08,0.7863013698630137,3900.0,call,627.0,4467.5733,0.02,0.0,IO2606C3900,15.0,287,4467.5733,,
2025-09-08,0.7863013698630137,3900.0,put,110.80000000000001,4467.5733,0.02,0.0,IO2606P3900,11.0,287,4467.5733,,
2025-09-08,0.7863013698630137,4000.0,call,561.4,4467.5733,0.02,0.0,IO2606C4000,12.0,287,4467.5733,,
2025-09-08,0.7863013698630137,4000.0,put,140.7,4467.5733,0.02,0.0,IO2606P4000,39.0,287,4467.5733,,
2025-09-08,0.7863013698630137,4100.0,call,489.2,4467.5733,0.02,0.0,IO2606C4100,10.0,287,4467.5733,,
2025-09-08,0.7863013698630137,4100.0,put,172.2,4467.5733,0.02,0.0,IO2606P4100,9.0,287,4467.5733,,
2025-09-08,0.7863013698630137,4200.0,call,438.5,4467.5733,0.02,0.0,IO2606C4200,6.0,287,4467.5733,,
2025-09-08,0.7863013698630137,4200.0,put,210.9,4467.5733,0.02,0.0,IO2606P4200,7.0,287,4467.5733,,
2025-09-08,0.7863013698630137,4300.0,call,387.9,4467.5733,0.02,0.0,IO2606C4300,0.0,287,4467.5733,,
2025-09-08,0.7863013698630137,4300.0,put,258.2,4467.5733,0.02,0.0,IO2606P4300,9.0,287,4467.5733,,
2025-09-08,0.7863013698630137,4400.0,call,337.8,4467.5733,0.02,0.0,IO2606C4400,9.0,287,4467.5733,,
2025-09-08,0.7863013698630137,4400.0,put,308.0,4467.5733,0.02,0.0,IO2606P4400,12.0,287,4467.5733,,
2025-09-08,0.7863013698630137,4500.0,call,294.5,4467.5733,0.02,0.0,IO2606C4500,36.0,287,4467.5733,,
2025-09-08,0.7863013698630137,4500.0,put,367.4,4467.5733,0.02,0.0,IO2606P4500,6.0,287,4467.5733,,
2025-09-08,0.7863013698630137,4600.0,call,265.5,4467.5733,0.02,0.0,IO2606C4600,22.0,287,4467.5733,,
2025-09-08,0.7863013698630137,4600.0,put,430.0,4467.5733,0.02,0.0,IO2606P4600,2.0,287,4467.5733,,
2025-09-08,0.7863013698630137,4700.0,call,222.9,4467.5733,0.02,0.0,IO2606C4700,0.0,287,4467.5733,,
2025-09-08,0.7863013698630137,4700.0,put,508.5,4467.5733,0.02,0.0,IO2606P4700,0.0,287,4467.5733,,
2025-09-08,0.7863013698630137,4800.0,call,206.8,4467.5733,0.02,0.0,IO2606C4800,27.0,287,4467.5733,,
2025-09-08,0.7863013698630137,4800.0,put,559.4000000000001,4467.5733,0.02,0.0,IO2606P4800,2.0,287,4467.5733,,
2025-09-08,0.7863013698630137,4900.0,call,183.7,4467.5733,0.02,0.0,IO2606C4900,9.0,287,4467.5733,,
2025-09-08,0.7863013698630137,4900.0,put,647.4000000000001,4467.5733,0.02,0.0,IO2606P4900,4.0,287,4467.5733,,
2025-09-08,0.7863013698630137,5000.0,call,159.7,4467.5733,0.02,0.0,IO2606C5000,102.0,287,4467.5733,,
2025-09-08,0.7863013698630137,5000.0,put,722.9,4467.5733,0.02,0.0,IO2606P5000,3.0,287,4467.5733,,
2025-09-09,0.5260273972602739,3200.0,call,1211.6,4436.2584,0.02,0.0,IO2603C3200,8.0,192,4436.2584,,
2025-09-09,0.5260273972602739,3200.0,put,10.0,4436.2584,0.02,0.0,IO2603P3200,190.0,192,4436.2584,,
2025-09-09,0.5260273972602739,3300.0,call,1083.9,4436.2584,0.02,0.0,IO2603C3300,10.0,192,4436.2584,,
2025-09-09,0.5260273972602739,3300.0,put,13.100000000000001,4436.2584,0.02,0.0,IO2603P3300,27.0,192,4436.2584,,
2025-09-09,0.5260273972602739,3400.0,call,983.8,4436.2584,0.02,0.0,IO2603C3400,4.0,192,4436.2584,,
2025-09-09,0.5260273972602739,3400.0,put,17.8,4436.2584,0.02,0.0,IO2603P3400,10.0,192,4436.2584,,
2025-09-09,0.5260273972602739,3500.0,call,911.5,4436.2584,0.02,0.0,IO2603C3500,10.0,192,4436.2584,,
2025-09-09,0.5260273972602739,3500.0,put,24.0,4436.2584,0.02,0.0,IO2603P3500,8.0,192,4436.2584,,
2025-09-09,0.5260273972602739,3600.0,call,840.0999999999999,4436.2584,0.02,0.0,IO2603C3600,0.0,192,4436.2584,,
2025-09-09,0.5260273972602739,3600.0,put,31.6,4436.2584,0.02,0.0,IO2603P3600,69.0,192,4436.2584,,
2025-09-09,0.5260273972602739,3700.0,call,725.8,4436.2584,0.02,0.0,IO2603C3700,4.0,192,4436.2584,,
2025-09-09,0.5260273972602739,3700.0,put,41.8,4436.2584,0.02,0.0,IO2603P3700,10.0,192,4436.2584,,
2025-09-09,0.5260273972602739,3800.0,call,634.0,4436.2584,0.02,0.0,IO2603C3800,1.0,192,4436.2584,,
2025-09-09,0.5260273972602739,3800.0,put,56.4,4436.2584,0.02,0.0,IO2603P3800,66.0,192,4436.2584,,
2025-09-09,0.5260273972602739,3900.0,call,555.1,4436.2584,0.02,0.0,IO2603C3900,4.0,192,4436.2584,,
2025-09-09,0.5260273972602739,3900.0,put,76.19999999999999,4436.2584,0.02,0.0,IO2603P3900,6.0,192,4436.2584,,
2025-09-09,0.5260273972602739,4000.0,call,487.1,4436.2584,0.02,0.0,IO2603C4000,13.0,192,4436.2584,,
2025-09-09,0.5260273972602739,4000.0,put,100.5,4436.2584,0.02,0.0,IO2603P4000,135.0,192,4436.2584,,
2025-09-09,0.5260273972602739,4100.0,call,425.5,4436.2584,0.02,0.0,IO2603C4100,10.0,192,4436.2584,,
2025-09-09,0.5260273972602739,4100.0,put,128.2,4436.2584,0.02,0.0,IO2603P4100,48.0,192,4436.2584,,
2025-09-09,0.5260273972602739,4200.0,call,368.6,4436.2584,0.02,0.0,IO2603C4200,5.0,192,4436.2584,,
2025-09-09,0.5260273972602739,4200.0,put,167.10000000000002,4436.2584,0.02,0.0,IO2603P4200,15.0,192,4436.2584,,
2025-09-09,0.5260273972602739,4300.0,call,312.9,4436.2584,0.02,0.0,IO2603C4300,13.0,192,4436.2584,,
2025-09-09,0.5260273972602739,4300.0,put,209.0,4436.2584,0.02,0.0,IO2603P4300,17.0,192,4436.2584,,
2025-09-09,0.5260273972602739,4400.0,call,263.1,4436.2584,0.02,0.0,IO2603C4400,7.0,192,4436.2584,,
2025-09-09,0.5260273972602739,4400.0,put,260.4,4436.2584,0.02,0.0,IO2603P4400,42.0,192,4436.2584,,
2025-09-09,0.5260273972602739,4500.0,call,227.89999999999998,4436.2584,0.02,0.0,IO2603C4500,55.0,192,4436.2584,,
2025-09-09,0.5260273972602739,4500.0,put,326.2,4436.2584,0.02,0.0,IO2603P4500,1.0,192,4436.2584,,
2025-09-09,0.5260273972602739,4600.0,call,190.7,4436.2584,0.02,0.0,IO2603C4600,32.0,192,4436.2584,,
2025-09-09,0.5260273972602739,4600.0,put,389.2,4436.2584,0.02,0.0,IO2603P4600,6.0,192,4436.2584,,
2025-09-09,0.5260273972602739,4700.0,call,161.5,4436.2584,0.02,0.0,IO2603C4700,29.0,192,4436.2584,,
2025-09-09,0.5260273972602739,4700.0,put,460.4,4436.2584,0.02,0.0,IO2603P4700,2.0,192,4436.2584,,
2025-09-09,0.5260273972602739,4800.0,call,133.8,4436.2584,0.02,0.0,IO2603C4800,169.0,192,4436.2584,,
2025-09-09,0.5260273972602739,4800.0,put,516.9,4436.2584,0.02,0.0,IO2603P4800,0.0,192,4436.2584,,
2025-09-09,0.5260273972602739,4900.0,call,113.9,4436.2584,0.02,0.0,IO2603C4900,60.0,192,4436.2584,,
2025-09-09,0.5260273972602739,4900.0,put,594.9,4436.2584,0.02,0.0,IO2603P4900,0.0,192,4436.2584,,
2025-09-09,0.5260273972602739,5000.0,call,96.6,4436.2584,0.02,0.0,IO2603C5000,63.0,192,4436.2584,,
2025-09-09,0.5260273972602739,5000.0,put,689.1,4436.2584,0.02,0.0,IO2603P5000,9.0,192,4436.2584,,
2025-09-09,0.7835616438356164,3400.0,call,1021.5,4436.2584,0.02,0.0,IO2606C3400,3.0,286,4436.2584,,
2025-09-09,0.7835616438356164,3400.0,put,35.5,4436.2584,0.02,0.0,IO2606P3400,63.0,286,4436.2584,,
2025-09-09,0.7835616438356164,3500.0,call,945.6,4436.2584,0.02,0.0,IO2606C3500,1.0,286,4436.2584,,
2025-09-09,0.7835616438356164,3500.0,put,46.8,4436.2584,0.02,0.0,IO2606P3500,63.0,286,4436.2584,,
2025-09-09,0.7835616438356164,3600.0,call,860.0,4436.2584,0.02,0.0,IO2606C3600,3.0,286,4436.2584,,
2025-09-09,0.7835616438356164,3600.0,put,57.5,4436.2584,0.02,0.0,IO2606P3600,63.0,286,4436.2584,,
2025-09-09,0.7835616438356164,3700.0,call,784.4,4436.2584,0.02,0.0,IO2606C3700,0.0,286,4436.2584,,
2025-09-09,0.7835616438356164,3700.0,put,70.4,4436.2584,0.02,0.0,IO2606P3700,64.0,286,4436.2584,,
2025-09-09,0.7835616438356164,3800.0,call,700.2,4436.2584,0.02,0.0,IO2606C3800,1.0,286,4436.2584,,
2025-09-09,0.7835616438356164,3800.0,put,89.5,4436.2584,0.02,0.0,IO2606P3800,42.0,286,4436.2584,,
2025-09-09,0.7835616438356164,3900.0,call,629.0,4436.2584,0.02,0.0,IO2606C3900,0.0,286,4436.2584,,
2025-09-09,0.7835616438356164,3900.0,put,111.4,4436.2584,0.02,0.0,IO2606P3900,11.0,286,4436.2584,,
2025-09-09,0.7835616438356164,4000.0,call,539.3,4436.2584,0.02,0.0,IO2606C4000,8.0,286,4436.2584,,
2025-09-09,0.7835616438356164,4000.0,put,143.8,4436.2584,0.02,0.0,IO2606P4000,19.0,286,4436.2584,,
2025-09-09,0.7835616438356164,4100.0,call,477.0,4436.2584,0.02,0.0,IO2606C4100,5.0,286,4436.2584,,
2025-09-09,0.7835616438356164,4100.0,put,177.3,4436.2584,0.02,0.0,IO2606P4100,6.0,286,4436.2584,,
2025-09-09,0.7835616438356164,4200.0,call,413.6,4436.2584,0.02,0.0,IO2606C4200,5.0,286,4436.2584,,
2025-09-09,0.7835616438356164,4200.0,put,216.2,4436.2584,0.02,0.0,IO2606P4200,1.0,286,4436.2584,,
2025-09-09,0.7835616438356164,4300.0,call,355.8,4436.2584,0.02,0.0,IO2606C4300,1.0,286,4436.2584,,
