date,rv_minute,n_observations,n_returns,annualized_vol
2024-11-15,3.948906837307588e-05,61,60,9.975592829508992
2024-11-18,6.220891698450241e-05,61,60,12.520641788700212
2024-11-19,3.1130793222799776e-05,61,60,8.857177819229747
2024-11-20,1.835947880517096e-05,61,60,6.801903159339363
2024-11-21,1.569025896468823e-05,61,60,6.288040441267401
2024-11-22,2.163886761368781e-05,61,60,7.384439476798038
2024-11-25,2.6879991904020164e-05,61,60,8.230284296312663
2024-11-26,2.7498537521321998e-05,61,60,8.324440795256546
2024-11-27,5.907750700109932e-05,61,60,12.201447358521458
2024-11-28,1.5455813016914534e-05,61,60,6.240885257928127
2024-11-29,2.5664884517043173e-05,61,60,8.042108491120272
2024-12-02,2.4286974589161815e-05,61,60,7.823245871419853
2024-12-03,1.5242525500771464e-05,61,60,6.197674100978857
2024-12-04,1.5926665287799067e-05,61,60,6.335234528038694
2024-12-05,1.5996917373751054e-05,61,60,6.349191427406536
2024-12-06,4.068949330488391e-05,61,60,10.126081331310125
2024-12-09,1.1479150352597156e-05,61,60,5.378425316813913
2024-12-10,2.3963667316469285e-05,61,60,7.771000041018055
2024-12-11,1.2501066960303212e-05,61,60,5.612725607043702
2024-12-12,9.990120836814087e-06,61,60,5.017479896200033
2024-12-13,1.5679811570067504e-05,61,60,6.28594663965342
2024-12-16,8.200591441437537e-06,61,60,4.5459311953023
2024-12-17,1.967051452939107e-05,61,60,7.040575020129072
2024-12-18,8.924371217674551e-06,61,60,4.742300651428573
2024-12-19,1.4698433239965356e-05,61,60,6.086053874614708
2024-12-20,9.058358072808107e-06,61,60,4.777767506218404
2024-12-23,1.551314295552672e-05,61,60,6.252449139971258
2024-12-24,1.8465735253075468e-05,61,60,6.821557947987408
2024-12-25,9.536664640849088e-06,61,60,4.902284660741326
2024-12-26,6.803977022761454e-06,61,60,4.140775542982119
2024-12-27,5.983268120429445e-06,61,60,3.883018885285288
2024-12-30,8.940389101215296e-06,61,60,4.7465545962374165
2024-12-31,9.167090359557634e-06,61,60,4.806357009844904
2025-01-02,2.139223557611072e-05,61,60,7.342236284116646
2025-01-03,2.6002441862769338e-05,61,60,8.094822635127883
2025-01-06,3.5903765074371435e-05,61,60,9.511965516517394
2025-01-07,1.663456872684678e-05,61,60,6.474497138130025
2025-01-08,1.976501907380289e-05,61,60,7.057467539137767
2025-01-09,1.642968706542432e-05,61,60,6.434501643862506
2025-01-10,2.0127959310255133e-05,61,60,7.121970054826328
2025-01-13,2.5138662587763616e-05,61,60,7.959235498536548
2025-01-14,2.695514605111896e-05,61,60,8.241781849140377
2025-01-15,1.0645532586614193e-05,61,60,5.179453843627508
2025-01-16,1.9455258072128577e-05,61,60,7.001946182438424
2025-01-17,2.8837932833485538e-05,61,60,8.524763383249036
2025-01-20,1.4038638452869293e-05,61,60,5.947887768042586
2025-01-21,1.5114762075481948e-05,61,60,6.171644872334644
2025-01-22,1.5519539144654606e-05,61,60,6.253737973766538
2025-01-23,1.8943371779924935e-05,61,60,6.90921825428976
2025-01-24,2.8449693691009062e-05,61,60,8.467185370673235
2025-01-27,6.768075000706237e-06,61,60,4.1298364376546095
2025-02-05,9.979605162276483e-06,61,60,5.014838482836385
2025-02-06,2.202229154202698e-05,61,60,7.4495754701800285
2025-02-07,2.131345127861239e-05,61,60,7.328703652222761
2025-02-10,1.2312271007526645e-05,61,60,5.570181589406861
2025-02-11,9.560593556091428e-06,61,60,4.908431089599852
2025-02-12,1.2246123228860163e-05,61,60,5.555198514610221
2025-02-13,1.877262328377009e-05,61,60,6.878009208710077
2025-02-14,1.0741905406095974e-05,61,60,5.202845531376254
2025-02-17,1.3726072835788347e-05,61,60,5.881301177986606
2025-02-18,1.5381667980609303e-05,61,60,6.2258977915747575
2025-02-19,1.6976109549886034e-05,61,60,6.5406265805129715
2025-02-20,1.2922860377312592e-05,61,60,5.7066284398782905
2025-02-21,2.3266660983432576e-05,61,60,7.657152582928598
2025-02-24,1.6098731096754158e-05,61,60,6.369364361050518
2025-02-25,9.71669219624513e-06,61,60,4.948339553278223
2025-02-26,1.306312611302834e-05,61,60,5.737514950292628
2025-02-27,1.3947030794309069e-05,61,60,5.928449848118718
2025-02-28,1.4568154777255404e-05,61,60,6.05902220153414
2025-03-03,1.8833685509920886e-05,61,60,6.889186271614422
2025-03-04,1.2294839214286977e-05,61,60,5.5662370431022055
2025-03-05,1.1183299494587006e-05,61,60,5.308664118811743
2025-03-06,1.755363378875881e-05,61,60,6.6509515971530115
2025-03-07,6.9035883843115765e-06,61,60,4.170976232066682
2025-03-10,7.510635842886276e-06,61,60,4.350494491902434
2025-03-11,9.15972690440948e-06,61,60,4.804426271586639
2025-03-12,6.873971002319885e-06,61,60,4.162019572977296
2025-03-13,9.055188318259238e-06,61,60,4.776931500661621
2025-03-14,2.3348252514716535e-05,61,60,7.670566884988728
2025-03-17,8.869623263915771e-06,61,60,4.727732080508343
2025-03-18,7.323251580470629e-06,61,60,4.295881048491215
2025-03-19,7.285913393561585e-06,61,60,4.284915606143859
2025-03-20,8.40707976449723e-06,61,60,4.602807948039221
2025-03-21,9.42077846283272e-06,61,60,4.87240820604539
2025-03-24,1.0089890323704407e-05,61,60,5.042471974709935
2025-03-25,3.632191423187087e-06,61,60,3.0254127629848226
2025-03-26,6.359219718113937e-06,61,60,4.003152968554552
2025-03-27,1.552171577794466e-05,61,60,6.25417650537787
2025-03-28,8.900734425814404e-06,61,60,4.736016337920753
2025-03-31,1.1858826245376145e-05,61,60,5.466648163028958
2025-04-01,7.359744073138592e-06,61,60,4.306571149337865
2025-04-02,5.325916010415894e-06,61,60,3.6635103857158713
2025-04-03,1.5707416211629097e-05,61,60,6.291477477771442
2025-04-07,8.392118836357849e-05,61,60,14.542399893972721
2025-04-08,3.268412511524306e-05,61,60,9.07546116130814
2025-04-09,8.44753266867846e-05,61,60,14.590333212462872
2025-04-10,1.913927991646344e-05,61,60,6.944853158237967
2025-04-11,1.026753826278927e-05,61,60,5.086668499345024
2025-04-14,8.96029895007044e-06,61,60,4.751836840020657
2025-04-15,5.335897866465881e-06,61,60,3.6669418625735015
2025-04-16,7.267960083387992e-06,61,60,4.279633092934223
2025-04-17,1.074876581452493e-05,61,60,5.204506686767039
2025-04-18,3.1831491404018e-06,61,60,2.8322315996070193
2025-04-21,5.312292858609483e-06,61,60,3.6588219420594785
2025-04-22,3.340396940624889e-06,61,60,2.901344565951228
2025-04-23,4.353575875054156e-06,61,60,3.3122516820339114
2025-04-24,7.32647519013054e-06,61,60,4.296826442751552
2025-04-25,4.207511946401982e-06,61,60,3.2562140754153424
2025-04-28,9.380357836355831e-06,61,60,4.8619442353462565
2025-04-29,3.885823040285161e-06,61,60,3.1292609449386934
2025-04-30,3.1181569880978e-06,61,60,2.803168851497615
2025-05-06,5.278706639653577e-06,61,60,3.647237410962853
2025-05-07,7.666018661269601e-06,61,60,4.395266434062831
2025-05-08,7.177924229271023e-06,61,60,4.253042329646271
2025-05-09,3.872035367031326e-06,61,60,3.123704391410772
2025-05-12,9.978837829707122e-06,61,60,5.01464568348173
2025-05-13,4.449503451593224e-06,61,60,3.3485442655002973
2025-05-14,3.3051590578992497e-06,61,60,2.8860008360889484
2025-05-15,6.602974060436465e-06,61,60,4.079153666178794
2025-05-16,4.86320000392999e-06,61,60,3.5007519206455595
2025-05-19,4.110852103145997e-06,61,60,3.218593994266427
2025-05-20,3.074824822604361e-06,61,60,2.7836232778454395
2025-05-21,6.631102474655791e-06,61,60,4.087832951104117
2025-05-22,2.3524934784416843e-06,61,60,2.434806679322415
2025-05-23,5.790676714912749e-06,61,60,3.8200137855222622
2025-05-26,4.70559870238811e-06,61,60,3.4435604728272216
2025-05-27,4.042576073577998e-06,61,60,3.191753703752305
2025-05-28,4.478492948112001e-06,61,60,3.35943480800599
2025-05-29,1.2295029462950485e-05,61,60,5.566280108531659
2025-05-30,7.939990889785886e-06,61,60,4.473117150518242
2025-06-03,3.499093093806788e-06,61,60,2.9694636883439247
2025-06-04,4.220570161557328e-06,61,60,3.261263069291477
2025-06-05,3.614689518893073e-06,61,60,3.018114906296734
2025-06-06,1.7663083749276733e-06,61,60,2.1097623337280758
2025-06-09,5.032597845552002e-06,61,60,3.561200158765447
2025-06-10,2.192195104702637e-06,61,60,2.3503896834037215
2025-06-11,6.473524662209595e-06,61,60,4.038970431776913
2025-06-12,3.5213378269254553e-06,61,60,2.978887598391746
2025-06-13,8.119933281574718e-06,61,60,4.5235198540039905
2025-06-16,3.8727661131603304e-06,61,60,3.123999136549822
2025-06-17,5.222973743932183e-06,61,60,3.6279324462714433
2025-06-18,6.003019142342217e-06,61,60,3.8894226099387024
2025-06-19,3.7063495693794755e-06,61,60,3.056141507659009
2025-06-20,4.213504324967754e-06,61,60,3.2585320159419546
2025-06-23,4.84838555706636e-06,61,60,3.4954157984147214
2025-06-24,1.5240502366813083e-05,61,60,6.197262779999648
2025-06-25,5.894380952422698e-06,61,60,3.8540679807322022
2025-06-26,5.107857815479156e-06,61,60,3.587729322985149
2025-06-27,1.1211631795971757e-05,61,60,5.315384475825698
2025-06-30,6.692053226683984e-06,61,60,4.106576935994703
2025-07-01,4.376015305115316e-06,61,60,3.3207768020284947
2025-07-02,5.763113190928891e-06,61,60,3.810911339973787
2025-07-03,5.38385625506227e-06,61,60,3.683384009678725
2025-07-04,6.194678803916077e-06,61,60,3.9510239920644006
2025-07-07,3.994268245126652e-06,61,60,3.1726260381140357
2025-07-08,2.547430724606512e-06,61,60,2.5336782404260427
2025-07-09,4.045423880978512e-06,61,60,3.1928777270772284
2025-07-10,6.412581394434048e-06,61,60,4.019913570460663
2025-07-11,2.503460601276442e-05,61,60,7.942745567633798
2025-07-14,4.211836867420914e-06,61,60,3.2578871843421315
2025-07-15,1.3159057304777226e-05,61,60,5.758543601296999
2025-07-16,5.995625698385427e-06,61,60,3.8870267248799917
2025-07-17,5.5721355890003615e-06,61,60,3.747236539675727
2025-07-18,6.755053397241903e-06,61,60,4.125861674977676
2025-07-21,5.622449353699546e-06,61,60,3.764116413093896
2025-07-22,6.950469569611229e-06,61,60,4.185114492510366
2025-07-23,8.89612338977105e-06,61,60,4.734789429554713
2025-07-24,8.647980667548308e-06,61,60,4.668287831980987
2025-07-25,8.472351722344112e-06,61,60,4.620641334307085
2025-07-28,8.780932469862258e-06,61,60,4.7040354828649935
2025-07-29,6.791298697294641e-06,61,60,4.136915846035848
2025-07-30,9.37693369801761e-06,61,60,4.861056769777985
2025-07-31,1.3792205909028644e-05,61,60,5.895452390678105
2025-08-01,5.916786338249674e-06,61,60,3.861385965218859
2025-08-04,3.952687788726528e-06,61,60,3.156069268503283
2025-08-05,4.6846379654195324e-06,61,60,3.435882371801634
2025-08-06,3.6859589649391086e-06,61,60,3.0477231815974615
2025-08-07,9.447241732404436e-06,61,60,4.879246782615035
2025-08-08,6.016379172733243e-06,61,60,3.8937482603896942
2025-08-11,6.016592287160889e-06,61,60,3.893817222680777
2025-08-12,1.0037267938913614e-05,61,60,5.029305638561083
2025-08-13,1.1366790903175894e-05,61,60,5.352038216978952
2025-08-14,1.3696383080476502e-05,61,60,5.874937051816027
2025-08-15,1.423956957268951e-05,61,60,5.990301772296414
2025-08-18,1.3354444329977217e-05,61,60,5.801137794566044
2025-08-19,1.2182135678354935e-05,61,60,5.540666197259535
2025-08-20,7.677098545243508e-06,61,60,4.398441580152411
2025-08-21,1.7207186419832655e-05,61,60,6.584991251169457
2025-08-22,1.636826471686942e-05,61,60,6.422462696389209
2025-08-25,2.0109746260786324e-05,61,60,7.1187471213115545
2025-08-26,1.399963582987276e-05,61,60,5.939619709314676
2025-08-27,1.1686516513541713e-05,61,60,5.426787411915554
2025-08-28,2.7765504951312842e-05,61,60,8.364751788146997
2025-08-29,3.3925441593112606e-05,61,60,9.246194504478249
2025-09-01,1.7899837393882794e-05,61,60,6.716218447354481
2025-09-02,4.4035322334199345e-05,61,60,10.534183038194387
2025-09-03,5.055311243307502e-05,61,60,11.286888115479353
2025-09-04,7.945728221585635e-05,61,60,14.150348094091466
2025-09-05,2.2731381495589418e-05,61,60,7.568558737889621
2025-09-08,3.329785940807039e-05,61,60,9.160273233279527
2025-09-09,1.0871269937337953e-05,61,60,5.2340806491772405
2025-09-10,2.1044051839351534e-05,61,60,7.282239396996356
2025-09-11,1.4376615057764244e-05,61,60,6.019058892016749
2025-09-12,1.496137536206354e-05,61,60,6.140249662057735
2025-09-15,1.7972281385837086e-05,61,60,6.729795620396614
2025-09-16,2.073631885009931e-05,61,60,7.228798205943382
2025-09-17,1.684806826113423e-05,61,60,6.515913751582218
2025-09-18,2.0826651797075494e-05,61,60,7.244526384010913
2025-09-19,2.6957558599971447e-05,61,60,8.242150670300079
2025-09-22,1.623963464051464e-05,61,60,6.39717744744484
2025-09-23,6.596658315088272e-05,61,60,12.893245888457432
2025-09-24,1.5047035536563455e-05,61,60,6.157802331363025
2025-09-25,1.884539610911136e-05,61,60,6.891327752687476
2025-09-26,1.784356989101983e-05,61,60,6.705654041580879
2025-09-29,1.6372659880911552e-05,61,60,6.423324910036632
2025-09-30,1.327330815847162e-05,61,60,5.783488269145921
2025-10-09,1.9330247327726255e-05,61,60,6.97941424948184
2025-10-10,1.5368376253433414e-05,61,60,6.223207224466513
2025-10-13,2.000096139408456e-05,61,60,7.099466368192266
2025-10-14,2.784962673067369e-05,61,60,8.377413643917656
2025-10-15,2.167988325778838e-05,61,60,7.391434624592624
2025-10-16,1.8395416565632516e-05,61,60,6.808557097167794
2025-10-17,2.8231711228215412e-05,61,60,8.434685073854437
2025-10-20,1.895959981399395e-05,61,60,6.9121770471584965
2025-10-21,2.033051184991952e-05,61,60,7.157715407991379
2025-10-22,1.2275940436624107e-05,61,60,5.561957380301718
2025-10-23,1.662012846754728e-05,61,60,6.471686313335895
2025-10-24,1.3503841456959293e-05,61,60,5.8334964190901335
2025-10-27,2.1267917998152563e-05,61,60,7.320871079000399
2025-10-28,9.241275457072167e-06,61,60,4.825765654465814
2025-10-29,1.1087152410162122e-05,61,60,5.285794554616037
2025-10-30,1.352131683676531e-05,61,60,5.837269775215857
2025-10-31,1.6814564594492346e-05,61,60,6.509431832204767
2025-11-03,1.4341615921444183e-05,61,60,6.011727881569437
2025-11-04,1.112579386196983e-05,61,60,5.294997689533393
2025-11-05,1.2450718135619062e-05,61,60,5.601411402652017
2025-11-06,1.4401272423171295e-05,61,60,6.0242183315673135
2025-11-07,9.824073854190751e-06,61,60,4.975607109947558
2025-11-10,1.5758714376906426e-05,61,60,6.301742634367432
2025-11-11,1.0945032916179196e-05,61,60,5.251807588704253
2025-11-12,1.0623682645992268e-05,61,60,5.174135702501483
2025-11-13,9.52891163214856e-06,61,60,4.900291553878644
2025-11-14,7.415546504097693e-06,61,60,4.322866779155493
2025-11-17,8.38774620001861e-06,61,60,4.597512416954074
2025-11-18,8.546809196250492e-06,61,60,4.64090068570221
2025-11-19,1.1023138534044953e-05,61,60,5.270513172907671
2025-11-20,1.5408483405018518e-05,61,60,6.23132234607123
2025-11-21,2.8364245079636142e-05,61,60,8.454460219356589
2025-11-24,1.4317504003217723e-05,61,60,6.006672130898162
2025-11-25,8.935435924033894e-06,61,60,4.745239564928773
2025-11-26,1.1337805950239093e-05,61,60,5.345210098265784
2025-11-27,8.999239161918161e-06,61,60,4.762151056826502
2025-11-28,1.4229988746719138e-05,61,60,5.988286202389815
2025-12-01,1.0832997095750059e-05,61,60,5.224859106357812
2025-12-02,7.244544267986554e-06,61,60,4.272733499216411
2025-12-03,1.2613589355383356e-05,61,60,5.637929156664356
2025-12-04,1.6123794776285513e-05,61,60,6.374320578402022
2025-12-05,1.0343862573010325e-05,61,60,5.105539509590149
2025-12-08,1.2786171872430594e-05,61,60,5.67636795129818
2025-12-09,9.898590120243274e-06,61,60,4.994441620743309
2025-12-10,1.12885464203378e-05,61,60,5.33358575249815
2025-12-11,1.0314978865895287e-05,61,60,5.0984062943292505
2025-12-12,1.902348763522435e-05,61,60,6.923813172000337
2025-12-15,9.377238830898086e-06,61,60,4.861135860461336
2025-12-16,2.210934015962615e-05,61,60,7.46428410514082
2025-12-17,1.2079408819878135e-05,61,60,5.517255678876311
2025-12-18,1.0818454142315825e-05,61,60,5.221350825086922
2025-12-19,1.4166109143379159e-05,61,60,5.974830126565565
2025-12-22,1.009245393241876e-05,61,60,5.043112522014086
2025-12-23,1.2422457493762838e-05,61,60,5.595050749035469
2025-12-24,8.338899096348637e-06,61,60,4.584105771336277
2025-12-25,5.786492740171078e-06,61,60,3.8186334866325042
2025-12-26,8.939804216640563e-06,61,60,4.746399332750482
2025-12-29,8.729036513910758e-06,61,60,4.690114285926848
2025-12-30,9.818755569875744e-06,61,60,4.974260149618924
2025-12-31,8.89913337779997e-06,61,60,4.735590365736455
